entry,subject
The quality journey how winning the Baldrige sparked the remaking of IBM,Computer industry
The quality journey how winning the Baldrige sparked the remaking of IBM,Management
The quality journey how winning the Baldrige sparked the remaking of IBM,Malcolm Baldrige National Quality Award
Computer-integrated surgery technology and clinical applications,methods
Computer-integrated surgery technology and clinical applications,"Surgical Procedures, Operative"
Computer-integrated surgery technology and clinical applications,Man-Machine Systems
Computer-integrated surgery technology and clinical applications,Computer simulation
Computer-integrated surgery technology and clinical applications,Computer Systems
Computer-integrated surgery technology and clinical applications,Surgery
Computer-integrated surgery technology and clinical applications,Robotics
Computer-integrated surgery technology and clinical applications,"Image Processing, Computer-Assisted"
Computer-integrated surgery technology and clinical applications,Data processing
Computer-integrated surgery technology and clinical applications,Robot hands
"Self destruction at GM, IBM and Sears what can we learn from them?",Business failures
"Self destruction at GM, IBM and Sears what can we learn from them?",Management
"Self destruction at GM, IBM and Sears what can we learn from them?",Industrial management
Opyt issledovanii︠a︡ koordinat︠s︡ii gruppovogo upravlenii︠a︡,Human-machine systems
The logic theory machine a complex information processing system,Logic machines
"Proceedings of the Sixth Annual ACM Conference on Computational Learning Theory July 26th-28th, 1993, Santa Cruz, Calif",Machine learning
"Proceedings of the seventh annual ACM Conference on Computational Learning Theory COLT 94 : July 12th-15th, 1994 : New Brunswick, New Jersey",Machine learning
"Proceedings of the Fifth Annual ACM Conference on Computational Learning Theory July 27-29, 1992, Pittsburgh, Pennsylvania",Machine learning
"Proceedings of the Fifth Annual ACM Conference on Computational Learning Theory July 27-29, 1992, Pittsburgh, Pennsylvania",Statistical methods
"Proceedings of the Fifth Annual ACM Conference on Computational Learning Theory July 27-29, 1992, Pittsburgh, Pennsylvania",Algorithms
Samokontrolʹ kak mekhanizm nadezhnosti cheloveka-operatora,Human-machine systems
Machine tools,Machine-tools
The description and use of Nairne's patent electrical machine,Medicine
The description and use of Nairne's patent electrical machine,Electric machines
The description and use of Nairne's patent electrical machine,Electrotherapeutics
The description and use of Nairne's patent electrical machine,Electric Stimulation Therapy
Über weitere Versuche mit hygienischen Geschirrspülmaschinen 2. Mitteilung,Dishwashing machines
"Automata, languages and programming 22nd international colloquium, ICALP 95, Szeged, Hungary, July 10-14, 1995 : proceedings",Formal languages
"Automata, languages and programming 22nd international colloquium, ICALP 95, Szeged, Hungary, July 10-14, 1995 : proceedings",Machine theory
"Automata, languages and programming 22nd international colloquium, ICALP 95, Szeged, Hungary, July 10-14, 1995 : proceedings",Computer programming
"N.G. Norcross's planing machine and circular saw-mill affidavits of skilful experts, showing that the Norcross machine is different from, and superior to, the Woodworth machine",Planing-machines
"N.G. Norcross's planing machine and circular saw-mill affidavits of skilful experts, showing that the Norcross machine is different from, and superior to, the Woodworth machine",Circular saws
Duḥot kaspiyim bilti mevuḳarim,Washing machines
Duḥot kaspiyim bilti mevuḳarim,Financial statements
Duḥot kaspiyim bilti mevuḳarim,Electronic industries
Duḥot kaspiyim bilti mevuḳarim,"Stoves, Electric"
Duḥot kaspiyim bilti mevuḳarim,Electric apparatus and appliances
"Observations on the automaton chess player now exhibited in London, at 4, Spring Gardens",Chess
"Observations on the automaton chess player now exhibited in London, at 4, Spring Gardens",Robots
"Observations on the automaton chess player now exhibited in London, at 4, Spring Gardens",Machine theory
Ocherki psikhologii truda operatora,Man-Machine Systems
Ocherki psikhologii truda operatora,"Psychology, Industrial"
Ocherki psikhologii truda operatora,Human-machine systems
Learning in humans and machines towards an interdisciplinary learning science,Learning
Learning in humans and machines towards an interdisciplinary learning science,Computer-Assisted Instruction
Learning in humans and machines towards an interdisciplinary learning science,"Transfer, Psychology"
Learning in humans and machines towards an interdisciplinary learning science,Cognition
Learning in humans and machines towards an interdisciplinary learning science,Transfer of training
Learning in humans and machines towards an interdisciplinary learning science,Machine learning
Learning in humans and machines towards an interdisciplinary learning science,Cognitive learning
Learning in humans and machines towards an interdisciplinary learning science,Concept Formation
Duḥot kaspiyim,Financial statements
Duḥot kaspiyim,Machine parts industry
Duḥot kaspiyim bilti mevuḳarim,Financial statements
Duḥot kaspiyim bilti mevuḳarim,Machine parts industry
Pollution prevention assessment for a manufacturer of rebuilt industrial crankshafts,Environmental aspects
Pollution prevention assessment for a manufacturer of rebuilt industrial crankshafts,Cranks and crankshafts
Pollution prevention assessment for a manufacturer of rebuilt industrial crankshafts,Waste disposal
Pollution prevention assessment for a manufacturer of rebuilt industrial crankshafts,Machine parts industry
Pollution prevention assessment for a manufacturer of combustion engine piston rings,Electroplating
Pollution prevention assessment for a manufacturer of combustion engine piston rings,Environmental aspects
Pollution prevention assessment for a manufacturer of combustion engine piston rings,Machining
Pollution prevention assessment for a manufacturer of combustion engine piston rings,Waste disposal
Pollution prevention assessment for a manufacturer of combustion engine piston rings,Automobile supplies industry
Unternehmenssanierung in den neuen Bundesländern eine Branchenuntersuchung des Werkzeugmaschinenbaus,Machine-tool industry
Unternehmenssanierung in den neuen Bundesländern eine Branchenuntersuchung des Werkzeugmaschinenbaus,Management
Unternehmenssanierung in den neuen Bundesländern eine Branchenuntersuchung des Werkzeugmaschinenbaus,Privatization
Unternehmenssanierung in den neuen Bundesländern eine Branchenuntersuchung des Werkzeugmaschinenbaus,Corporate turnarounds
USMARC format for bibliographic data. Update,Machine-readable bibliographic data
USMARC format for bibliographic data. Update,Standards
USMARC format for bibliographic data. Update,MARC formats
Catalogue du musée Section B Mécanique,Machine
Tactical organization and uses of machine guns in the field,Machine guns
Catalogue descriptif du matériel électrothérapique,Electrotherapeutics
Catalogue descriptif du matériel électrothérapique,Electrical Equipment and Supplies
Catalogue descriptif du matériel électrothérapique,Electric machines
Catalogue descriptif du matériel électrothérapique,Instruments
Catalogue descriptif du matériel électrothérapique,Electric apparatus and appliances
Modern machine shop construction equipment and management,Machine shops
Modern machine shop construction equipment and management,Factory management
Procédés et matériels de dépouillements statistiques,Statistics
Procédés et matériels de dépouillements statistiques,Computers
Procédés et matériels de dépouillements statistiques,Tabulating machines
Les oiseaux artificiels,Aircraft
Les oiseaux artificiels,Airplanes
Les oiseaux artificiels,Flying-machines
Bürotechnik zur Soziologe der maschinellen Informationsbearbeiting,Electronic office machines
Bürotechnik zur Soziologe der maschinellen Informationsbearbeiting,Automation
Bürotechnik zur Soziologe der maschinellen Informationsbearbeiting,Social aspects
The mathematics of generalization the proceedings of the SFI/CNLS Workshop on Formal Approaches to Supervised Learning,Neural networks (Computer science)
The mathematics of generalization the proceedings of the SFI/CNLS Workshop on Formal Approaches to Supervised Learning,Supervised learning (Machine learning)
"Shadows of the future H.G. Wells, science fiction and prophecy",Criticism and interpretation
"Shadows of the future H.G. Wells, science fiction and prophecy",History and criticism
"Shadows of the future H.G. Wells, science fiction and prophecy",Prophecies in literature
"Shadows of the future H.G. Wells, science fiction and prophecy","Science fiction, English"
"Shadows of the future H.G. Wells, science fiction and prophecy","Future, The, in literature"
"Shadows of the future H.G. Wells, science fiction and prophecy",Time travel in literature
New and revised edition of the Jacquard machine analyzed and explained the preparation of Jacquard cards and practical hints to learners of Jacquard designing,Jacquard weaving
New and revised edition of the Jacquard machine analyzed and explained the preparation of Jacquard cards and practical hints to learners of Jacquard designing,Jacquard knitting machines
Empfehlung des Rates vom 29. September 1970 über die Anwendung des Europäischen Berufsbildes für die Ausbildung von Facharbeitern an spanenden Werkzeugmaschinen,Education
